"vz_int_pfk";"int_vz_maxima";"cam_vz_afe";"ope_qt_horasjan";"ope_qt_horasfev";"ope_qt_horasmar";"ope_qt_horasabr";"ope_qt_horasmai";"ope_qt_horasjun";"ope_qt_horasjul";"ope_qt_horasago";"ope_qt_horasset";"ope_qt_horasout";"ope_qt_horasnov";"ope_qt_horasdez";"ope_qt_diajan";"ope_qt_diafev";"ope_qt_diamar";"ope_qt_diaabr";"ope_qt_diamai";"ope_qt_diajun";"ope_qt_diajul";"ope_qt_diaago";"ope_qt_diaset";"ope_qt_diaout";"ope_qt_dianov";"ope_qt_diadez";"ope_vz_mesjan";"ope_vz_mesfev";"ope_vz_mesmar";"ope_vz_mesabr";"ope_vz_mesmai";"ope_vz_mesjul";"ope_vz_mesjun";"ope_vz_mesago";"ope_vz_mesout";"ope_vz_messet";"ope_vz_mesnov";"ope_vz_mesdez"
"173604";"4.0";"1";"5";"5";"0";"0";"0";"0";"0";"0";"5";"5";"5";"5";"20";"20";"0";"0";"0";"0";"0";"0";"20";"20";"20";"20";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173605";"11.0";"1";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"30";"28";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173606";"1.375";"1";"1";"1";"3";"0";"0";"0";"0";"0";"1";"1";"1";"1";"30";"28";"30";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173607";"3.0";"1";"2";"2";"2";"0";"0";"0";"0";"0";"2";"2";"2";"2";"8";"8";"8";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173608";"0.5";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"15";"15";"0";"0";"0";"0";"0";"15";"15";"15";"12";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173609";"1.0";"1";"2";"2";"2";"0";"0";"0";"0";"0";"2";"2";"2";"2";"30";"28";"30";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173610";"1.0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"15";"15";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173611";"3.0";"1";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"30";"28";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173612";"17.5";"1";"4";"4";"4";"0";"0";"0";"0";"0";"4";"4";"4";"4";"31";"28";"30";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173613";"7.0";"1";"10";"10";"10";"10";"0";"0";"0";"0";"0";"0";"10";"10";"30";"28";"30";"30";"0";"0";"0";"0";"0";"0";"30";"31";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173614";"5.0";"1";"4";"4";"4";"4";"0";"0";"0";"0";"4";"4";"4";"4";"30";"28";"30";"30";"0";"0";"0";"0";"30";"30";"30";"31";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173615";"7.5";"1";"4";"4";"4";"0";"0";"0";"0";"0";"4";"2";"2";"2";"30";"28";"30";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173616";"7.0";"1";"1";"1";"1";"2";"2";"0";"0";"0";"0";"2";"2";"2";"30";"25";"20";"30";"30";"0";"0";"0";"0";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173617";"5.0";"1";"1";"2";"1";"1";"0";"0";"0";"0";"0";"2";"2";"1";"30";"25";"30";"30";"0";"0";"0";"0";"0";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173618";"3.0";"1";"3";"3";"0";"0";"0";"0";"0";"0";"3";"3";"3";"3";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173619";"2.0";"1";"10";"10";"0";"0";"0";"0";"0";"0";"10";"10";"10";"10";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173620";"7.0";"1";"7";"7";"0";"0";"0";"0";"0";"0";"7";"7";"7";"7";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173621";"1.6666666666666698";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173622";"12.0";"1";"4";"4";"4";"0";"0";"0";"0";"0";"4";"4";"4";"4";"30";"28";"30";"0";"0";"0";"0";"0";"30";"30";"30";"31";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173623";"13.0";"1";"3";"3";"0";"0";"0";"0";"0";"0";"3";"3";"3";"3";"20";"20";"0";"0";"0";"0";"0";"0";"20";"20";"20";"20";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173624";"15.0";"1";"4";"4";"0";"0";"0";"0";"0";"0";"4";"4";"4";"4";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173625";"1.0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173626";"6.0";"1";"12";"12";"0";"0";"0";"0";"0";"0";"12";"12";"12";"12";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173627";"2.0";"1";"24";"24";"0";"0";"0";"0";"0";"0";"24";"24";"24";"24";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173628";"1.5";"1";"2";"2";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"4";"4";"0";"0";"0";"0";"0";"0";"4";"4";"4";"4";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173629";"5.0";"1";"4";"4";"0";"0";"0";"0";"0";"0";"4";"4";"4";"4";"15";"15";"0";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173630";"8.0";"1";"6";"6";"0";"0";"0";"0";"0";"0";"6";"6";"6";"6";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173631";"10.0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"15";"15";"0";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173632";"5.0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"15";"15";"0";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173633";"6.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"15";"15";"0";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173634";"1.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"12";"12";"0";"0";"0";"0";"0";"0";"12";"12";"12";"12";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173635";"20.0";"1";"2";"2";"0";"0";"0";"0";"0";"1";"1";"2";"2";"2";"10";"10";"0";"0";"0";"0";"0";"10";"10";"10";"10";"10";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173636";"2.75";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"12";"12";"0";"0";"0";"0";"0";"0";"12";"12";"12";"12";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173637";"15.0";"1";"3";"3";"3";"0";"0";"0";"0";"3";"3";"3";"3";"3";"26";"26";"26";"0";"0";"0";"0";"26";"26";"26";"26";"26";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173638";"15.0";"1";"3";"3";"3";"0";"0";"0";"0";"0";"3";"3";"3";"3";"26";"26";"26";"0";"0";"0";"0";"0";"26";"26";"26";"26";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173639";"10.0";"1";"2";"2";"2";"0";"0";"0";"0";"0";"2";"2";"2";"2";"20";"20";"10";"0";"0";"0";"0";"0";"20";"20";"20";"20";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173640";"12.0";"1";"2";"2";"2";"0";"0";"0";"0";"0";"2";"2";"2";"2";"15";"15";"15";"0";"0";"0";"0";"0";"15";"15";"15";"20";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173641";"6.0";"1";"2";"3";"3";"0";"0";"0";"0";"0";"3";"3";"3";"3";"12";"12";"12";"0";"0";"0";"0";"0";"12";"12";"12";"12";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173642";"3.0";"1";"8";"8";"8";"0";"0";"0";"0";"0";"8";"8";"8";"8";"15";"15";"15";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173643";"8.0";"1";"2";"2";"2";"0";"0";"0";"0";"0";"2";"2";"2";"2";"12";"12";"12";"0";"0";"0";"0";"0";"12";"12";"12";"12";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173644";"3.0";"1";"3";"3";"3";"0";"0";"0";"0";"0";"3";"3";"3";"3";"12";"12";"12";"0";"0";"0";"0";"0";"12";"12";"12";"12";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173645";"42.0";"1";"8";"8";"8";"1";"1";"1";"1";"8";"8";"8";"8";"8";"26";"26";"26";"4";"4";"4";"4";"26";"26";"26";"26";"26";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173646";"9.0";"1";"3";"3";"3";"1";"1";"1";"1";"1";"3";"3";"3";"3";"30";"28";"30";"12";"12";"12";"12";"12";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173647";"2.0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"30";"28";"30";"10";"10";"10";"10";"10";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173648";"6.0";"1";"4";"4";"4";"2";"2";"2";"2";"4";"4";"4";"4";"4";"15";"15";"15";"8";"8";"8";"8";"15";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173649";"3.0";"1";"2";"2";"2";"2";"0";"0";"0";"2";"2";"2";"2";"2";"15";"15";"15";"15";"0";"0";"0";"15";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173650";"3.0";"1";"4";"3";"3";"0";"0";"0";"0";"3";"3";"3";"3";"3";"30";"28";"20";"0";"0";"0";"0";"20";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173651";"12.5";"1";"7";"7";"7";"1";"1";"1";"1";"1";"3";"7";"7";"7";"8";"8";"8";"8";"8";"8";"8";"8";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173652";"21.0";"1";"4";"4";"4";"1";"1";"1";"1";"1";"4";"4";"4";"4";"15";"15";"4";"4";"4";"4";"4";"4";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173653";"11.0";"1";"4";"4";"3";"3";"3";"3";"3";"3";"4";"4";"4";"4";"30";"28";"4";"4";"4";"4";"4";"4";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173654";"180.0";"1";"3";"3";"1";"1";"1";"1";"1";"1";"3";"3";"3";"3";"30";"28";"4";"4";"4";"4";"4";"4";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173655";"5.0";"1";"6";"6";"6";"6";"6";"0";"0";"0";"0";"6";"6";"6";"12";"12";"12";"12";"12";"0";"0";"0";"0";"12";"12";"12";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173656";"6.0";"1";"2";"2";"2";"2";"0";"0";"0";"0";"0";"2";"2";"2";"12";"12";"12";"12";"0";"0";"0";"0";"0";"12";"12";"12";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173657";"6.0";"1";"12";"12";"12";"12";"15";"15";"15";"15";"12";"12";"12";"12";"20";"20";"20";"4";"4";"4";"4";"12";"20";"20";"20";"12";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173658";"15.0";"1";"10";"10";"10";"10";"10";"5";"5";"5";"10";"10";"10";"10";"30";"28";"30";"30";"15";"15";"15";"15";"20";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173659";"5.0";"1";"5";"5";"5";"5";"0";"0";"0";"0";"5";"5";"5";"5";"12";"12";"12";"12";"0";"0";"0";"0";"12";"12";"12";"12";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173660";"6.0";"1";"5";"5";"5";"5";"0";"0";"0";"0";"0";"5";"5";"5";"15";"15";"15";"15";"0";"0";"0";"0";"0";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173661";"6.0";"1";"5";"5";"5";"5";"5";"0";"0";"0";"0";"5";"5";"5";"15";"15";"15";"15";"15";"0";"0";"0";"0";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173662";"4.0";"1";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"26";"26";"26";"26";"26";"26";"26";"26";"26";"26";"26";"26";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173663";"6.0";"1";"2";"2";"2";"1";"1";"1";"1";"1";"2";"2";"2";"2";"30";"28";"30";"2";"2";"2";"2";"2";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173664";"80.0";"1";"3";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20";"20";"4";"4";"4";"4";"4";"4";"20";"20";"20";"20";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173665";"22.0";"1";"4";"4";"2";"2";"2";"2";"2";"0";"0";"0";"0";"0";"28";"24";"15";"15";"15";"15";"15";"0";"0";"0";"0";"0";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173666";"110.0";"1";"9";"9";"2";"2";"2";"2";"2";"2";"9";"9";"9";"9";"30";"28";"12";"12";"12";"12";"12";"12";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173667";"40.0";"1";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"2";"15";"15";"8";"8";"8";"8";"8";"8";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173668";"73.0";"1";"11";"11";"11";"11";"11";"11";"11";"11";"11";"11";"11";"11";"30";"28";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173669";"2.0";"1";"2";"2";"2";"0";"24";"0";"1";"0";"2";"2";"2";"2";"30";"28";"30";"0";"1";"0";"1";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173670";"12.0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"5";"5";"5";"5";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173671";"2.5";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"30";"28";"30";"0";"0";"0";"0";"0";"0";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173672";"10.0";"1";"12";"12";"12";"12";"12";"2";"2";"2";"12";"12";"12";"12";"30";"28";"30";"30";"30";"15";"15";"15";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173673";"8.0";"1";"12";"12";"12";"12";"12";"2";"2";"2";"12";"12";"12";"12";"30";"28";"30";"30";"30";"15";"15";"15";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173674";"8.0";"1";"12";"12";"12";"12";"12";"2";"2";"2";"12";"12";"12";"12";"30";"28";"30";"30";"30";"15";"15";"15";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173675";"14.0";"1";"12";"12";"12";"12";"12";"2";"2";"2";"12";"12";"12";"12";"30";"28";"30";"30";"30";"15";"15";"15";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173676";"0.5";"1";"10";"10";"0";"0";"0";"0";"0";"0";"10";"10";"10";"10";"15";"15";"0";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173677";"1.2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"5";"1";"1";"30";"28";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173678";"8.0";"1";"8";"0";"0";"3";"8";"8";"8";"8";"0";"0";"0";"0";"30";"0";"0";"2";"2";"2";"2";"2";"0";"0";"0";"0";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173679";"32.0";"1";"8";"8";"8";"0";"0";"0";"0";"0";"8";"8";"8";"8";"30";"28";"30";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173680";"2.0";"1";"3";"3";"1";"1";"1";"1";"1";"1";"3";"3";"3";"1";"15";"15";"8";"8";"8";"8";"8";"8";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173681";"8.0";"1";"3";"3";"3";"1";"1";"1";"1";"1";"3";"3";"3";"3";"15";"15";"15";"12";"12";"12";"12";"12";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173682";"75.0";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173683";"11.0";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173684";"27.0";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173685";"2.0";"1";"12";"12";"0";"0";"0";"0";"0";"0";"0";"12";"12";"12";"16";"16";"0";"0";"0";"0";"0";"0";"0";"16";"16";"16";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173686";"3.0";"1";"3";"24";"0";"0";"0";"0";"0";"0";"3";"3";"3";"3";"30";"3";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173687";"1.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173688";"2.0";"1";"2";"2";"2";"0";"0";"0";"0";"0";"2";"2";"2";"2";"30";"28";"30";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173689";"5.0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"10";"10";"10";"0";"0";"0";"0";"0";"10";"10";"10";"10";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173690";"5.0";"1";"2";"2";"2";"0";"0";"0";"0";"0";"2";"2";"2";"2";"15";"15";"15";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173691";"6.0";"1";"11";"11";"0";"0";"0";"0";"0";"0";"5";"5";"5";"5";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173692";"5.0";"1";"7";"7";"1";"1";"1";"1";"1";"7";"7";"7";"7";"7";"15";"15";"8";"8";"8";"8";"8";"15";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173693";"2.5";"1";"4";"4";"4";"0";"0";"0";"0";"0";"0";"4";"4";"4";"12";"12";"12";"0";"0";"0";"0";"0";"0";"12";"12";"12";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173694";"25.0";"1";"6";"6";"6";"6";"0";"0";"0";"0";"6";"6";"6";"6";"15";"15";"15";"15";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173695";"10.0";"1";"2";"2";"2";"2";"2";"0";"0";"0";"2";"2";"2";"2";"10";"10";"10";"10";"10";"0";"0";"0";"10";"10";"10";"10";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173696";"12.0";"1";"3";"3";"3";"3";"3";"0";"1";"1";"1";"3";"3";"3";"15";"15";"15";"15";"15";"0";"4";"4";"4";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
