"vz_int_pfk";"int_vz_maxima";"cam_vz_afe";"ope_qt_horasjan";"ope_qt_horasfev";"ope_qt_horasmar";"ope_qt_horasabr";"ope_qt_horasmai";"ope_qt_horasjun";"ope_qt_horasjul";"ope_qt_horasago";"ope_qt_horasset";"ope_qt_horasout";"ope_qt_horasnov";"ope_qt_horasdez";"ope_qt_diajan";"ope_qt_diafev";"ope_qt_diamar";"ope_qt_diaabr";"ope_qt_diamai";"ope_qt_diajun";"ope_qt_diajul";"ope_qt_diaago";"ope_qt_diaset";"ope_qt_diaout";"ope_qt_dianov";"ope_qt_diadez";"ope_vz_mesjan";"ope_vz_mesfev";"ope_vz_mesmar";"ope_vz_mesabr";"ope_vz_mesmai";"ope_vz_mesjul";"ope_vz_mesjun";"ope_vz_mesago";"ope_vz_mesout";"ope_vz_messet";"ope_vz_mesnov";"ope_vz_mesdez"
"172954";"8.0";"1";"6";"6";"0";"0";"0";"0";"0";"0";"6";"6";"6";"6";"15";"15";"0";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172955";"3.21";"1";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"15";"14";"15";"15";"15";"15";"15";"15";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172956";"1.375";"1";"6";"6";"6";"0";"0";"0";"0";"0";"6";"6";"6";"6";"20";"20";"15";"0";"0";"0";"0";"0";"15";"20";"15";"20";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172957";"2.5";"1";"3";"3";"3";"0";"0";"0";"0";"0";"3";"3";"3";"3";"15";"15";"15";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172958";"2.5";"1";"3";"3";"3";"0";"0";"0";"0";"0";"3";"3";"3";"3";"15";"15";"15";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172959";"0.526315789473684";"1";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"31";"28";"31";"30";"31";"30";"31";"24";"30";"31";"30";"31";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172960";"0.625";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"31";"28";"0";"0";"0";"0";"0";"0";"30";"31";"30";"31";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172961";"0.3125";"1";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"31";"28";"31";"30";"31";"30";"31";"31";"30";"31";"30";"31";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172962";"0.3571428571428571";"1";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"31";"28";"31";"30";"31";"30";"31";"31";"30";"31";"30";"31";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172963";"0.45454545454545503";"1";"6";"6";"0";"0";"0";"0";"0";"0";"6";"6";"6";"6";"31";"28";"0";"0";"0";"0";"0";"0";"30";"31";"30";"31";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172964";"2.5";"1";"6";"6";"6";"0";"0";"0";"0";"0";"6";"6";"6";"6";"31";"28";"31";"0";"0";"0";"0";"0";"30";"31";"30";"31";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172965";"1.11111111111111";"1";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"31";"28";"31";"30";"31";"30";"31";"31";"30";"31";"30";"31";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172966";"8.0";"1";"8";"8";"8";"4";"4";"8";"8";"10";"8";"8";"8";"10";"10";"10";"10";"8";"8";"8";"10";"12";"10";"12";"12";"12";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172967";"1.0";"1";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172968";"4.0";"1";"0";"0";"0";"0";"0";"0";"0";"4";"4";"4";"4";"4";"0";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"4";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172969";"5.0";"1";"2";"2";"2";"2";"0";"0";"0";"2";"2";"2";"2";"2";"12";"12";"12";"12";"0";"0";"0";"12";"12";"12";"12";"12";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172970";"36.0";"1";"5";"5";"5";"5";"0";"0";"0";"0";"5";"5";"5";"5";"15";"15";"15";"15";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172971";"50.0";"1";"11";"11";"11";"0";"0";"0";"0";"0";"11";"11";"11";"11";"12";"12";"12";"0";"0";"0";"0";"0";"12";"12";"12";"12";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172972";"25.0";"1";"2";"2";"2";"0";"0";"0";"0";"0";"2";"2";"2";"2";"15";"15";"15";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172973";"3.0";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"15";"14";"15";"15";"12";"15";"15";"15";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172974";"0.45454545454545503";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"30";"28";"31";"30";"31";"30";"31";"31";"30";"31";"30";"31";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172975";"14.0";"1";"4";"4";"0";"0";"0";"0";"0";"0";"4";"4";"4";"4";"20";"20";"0";"0";"0";"0";"0";"0";"20";"25";"25";"25";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172976";"0.555555555555556";"1";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"31";"28";"31";"30";"31";"30";"31";"31";"30";"31";"30";"31";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172977";"0.3571428571428571";"1";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"31";"28";"31";"30";"31";"30";"31";"31";"30";"31";"30";"31";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172978";"0.314285714285714";"1";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"10";"10";"10";"10";"10";"10";"8";"8";"10";"10";"10";"10";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172979";"1.1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"31";"28";"31";"31";"31";"30";"31";"31";"30";"31";"30";"31";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172980";"2.0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"20";"19";"0";"0";"0";"0";"0";"0";"20";"20";"20";"20";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172981";"12.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172982";"3.0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172983";"3.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172984";"3.0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172985";"3.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172986";"3.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172987";"15.0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"15";"15";"0";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172988";"3.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172989";"3.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172990";"3.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172991";"6.0";"1";"4";"4";"0";"0";"0";"0";"0";"0";"4";"4";"4";"4";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172992";"6.0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172993";"6.0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"15";"15";"0";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172994";"6.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172995";"6.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"15";"15";"0";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172996";"3.0";"1";"0";"0";"0";"0";"4";"3";"3";"3";"3";"4";"3";"2";"0";"0";"0";"0";"2";"2";"3";"3";"3";"2";"3";"3";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172997";"4.0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"4";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"15";"15";"0";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172998";"3.0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20";"20";"20";"20";"20";"20";"20";"20";"20";"20";"20";"20";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"172999";"15.0";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"30";"25";"30";"15";"15";"15";"15";"15";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173000";"8.0";"1";"8";"8";"8";"8";"0";"0";"0";"0";"0";"0";"0";"0";"30";"28";"30";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173001";"4.0";"1";"1";"1";"1";"4";"4";"4";"4";"4";"1";"1";"1";"1";"2";"2";"2";"30";"30";"30";"30";"30";"2";"2";"2";"2";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173002";"4.0";"1";"0";"0";"0";"0";"0";"0";"4";"4";"4";"4";"4";"4";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173003";"2.5";"1";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"15";"15";"15";"15";"15";"15";"15";"15";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173004";"20.0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"30";"28";"30";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173005";"8.0";"1";"3";"3";"3";"3";"0";"0";"0";"0";"3";"3";"3";"3";"15";"15";"15";"15";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173006";"42.0";"1";"4";"4";"4";"0";"0";"0";"0";"0";"4";"4";"4";"4";"15";"15";"15";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173007";"2.8";"1";"6";"6";"6";"0";"0";"0";"0";"0";"6";"6";"6";"6";"31";"28";"30";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173008";"4.7";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"31";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173009";"3.8";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"31";"28";"0";"0";"0";"0";"0";"0";"30";"31";"30";"31";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173010";"0.303030303030303";"1";"6";"6";"0";"0";"0";"0";"0";"0";"6";"6";"6";"6";"31";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173011";"3.8";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"31";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173012";"4.6";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"31";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173013";"12.5";"1";"8";"8";"8";"0";"0";"0";"0";"0";"8";"8";"8";"8";"15";"15";"15";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173014";"2.0";"1";"3";"3";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"30";"28";"30";"15";"15";"15";"15";"15";"15";"15";"1";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173015";"6.0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173016";"1.05";"1";"6";"6";"0";"0";"0";"0";"0";"0";"6";"6";"6";"6";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173017";"2.73";"1";"12";"12";"12";"0";"0";"0";"0";"0";"12";"12";"12";"12";"31";"28";"30";"0";"0";"0";"0";"0";"30";"31";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173018";"3.75";"1";"6";"6";"0";"0";"0";"0";"0";"0";"6";"6";"6";"6";"30";"28";"0";"0";"0";"0";"0";"0";"30";"31";"30";"31";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173019";"4.34";"1";"6";"6";"0";"0";"0";"0";"0";"0";"6";"6";"6";"6";"31";"28";"0";"0";"0";"0";"0";"0";"30";"31";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173020";"2.15";"1";"4";"4";"4";"0";"0";"0";"0";"0";"4";"4";"4";"4";"31";"28";"20";"0";"0";"0";"0";"0";"30";"31";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173021";"0.526315789473684";"1";"6";"6";"6";"0";"0";"0";"0";"0";"6";"6";"6";"6";"31";"28";"15";"0";"0";"0";"0";"0";"30";"31";"30";"31";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173022";"0.47619047619047605";"1";"6";"6";"0";"0";"0";"0";"0";"0";"6";"6";"6";"6";"31";"28";"0";"0";"0";"0";"0";"0";"30";"31";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173023";"0.45454545454545503";"1";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"31";"28";"31";"30";"31";"30";"31";"31";"30";"31";"30";"31";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173024";"6.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173025";"6.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173026";"3.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173027";"3.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173028";"3.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173029";"3.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173030";"3.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173031";"3.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173032";"6.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173033";"3.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173034";"3.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173035";"3.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"15";"15";"0";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173036";"3.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173037";"2.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173038";"3.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173039";"12.0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"15";"15";"0";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173040";"24.0";"1";"4";"4";"0";"0";"0";"0";"0";"0";"4";"4";"4";"4";"15";"15";"0";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173041";"4.5";"1";"2";"2";"2";"0";"0";"0";"0";"0";"1";"2";"2";"2";"15";"15";"15";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173042";"12.0";"1";"3";"3";"3";"0";"0";"0";"0";"0";"3";"3";"3";"3";"15";"15";"15";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173043";"6.0";"1";"4";"3";"0";"0";"0";"0";"0";"0";"3";"3";"3";"3";"20";"15";"0";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173044";"8.0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"10";"10";"10";"10";"10";"10";"10";"10";"10";"10";"10";"10";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173045";"2.5";"1";"3";"3";"3";"0";"0";"0";"0";"0";"3";"3";"3";"3";"15";"15";"15";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173046";"8.0";"1";"3";"3";"3";"3";"3";"0";"0";"3";"3";"3";"3";"3";"25";"25";"25";"25";"25";"0";"0";"25";"25";"25";"25";"25";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
