"ind_int_pfk";"cam_indus_tp";"cam_indus_nu_empregados";"cam_indus_materia_prima";"cam_qt_pdt_an";"cam_qt_pdt_an_uni"
"173678";"Pedreira";"12.00000";"Rocha";"";""
